client_collected,contact_method,pickup_date,age,dependents_qty,household,preferred_languages,sex_new,status,Season,Month,distance_km,num_of_contact_methods,latest_language_is_english
no,In-Person,2024-10-22 03:00:00,30.0,4.0,yes,Arabic,Male,Active,Fall,October,8.16,1,No
yes,In-Person,2024-11-22 04:00:00,30.0,4.0,yes,Arabic,Male,Active,Fall,November,8.16,1,No
yes,In-Person,2023-11-27 18:39:00,46.0,7.0,yes,Persian,Male,Active,Fall,November,3.7,1,No
yes,In-Person,2023-12-27 16:34:00,46.0,7.0,yes,Persian,Male,Active,Winter,December,3.7,1,No
yes,In-Person,2024-02-29 15:07:00,46.0,7.0,yes,Persian,Male,Active,Winter,Febuary,3.7,1,No
yes,In-Person,2024-03-26 15:53:00,46.0,7.0,yes,Persian,Male,Active,Spring,March,3.7,1,No
yes,In-Person,2024-04-25 15:03:00,46.0,7.0,yes,Persian,Male,Active,Spring,April,3.7,1,No
yes,In-Person,2024-05-27 15:15:00,46.0,7.0,yes,Persian,Male,Active,Spring,May,3.7,1,No
yes,In-Person,2024-06-27 14:57:00,46.0,7.0,yes,Persian,Male,Active,Summer,June,3.7,1,No
yes,In-Person,2024-07-29 14:47:00,46.0,7.0,yes,Persian,Male,Active,Summer,July,3.7,1,No
yes,In-Person,2024-08-27 03:00:00,46.0,7.0,yes,Persian,Male,Active,Summer,August,3.7,1,No
no,In-Person,2024-09-27 03:00:00,46.0,7.0,yes,Persian,Male,Active,Fall,September,3.7,1,No
yes,In-Person,2024-10-27 03:00:00,46.0,7.0,yes,Persian,Male,Active,Fall,October,3.7,1,No
yes,In-Person,2024-11-27 04:00:00,46.0,7.0,yes,Persian,Male,Active,Fall,November,3.7,1,No
yes,In-Person,2023-11-27 18:44:00,32.0,2.0,yes,"Arabic , Russian",Male,Active,Fall,November,7.7,2,No
yes,In-Person,2023-12-27 16:56:00,32.0,2.0,yes,"Arabic , Russian",Male,Active,Winter,December,7.7,2,No
yes,In-Person,2023-11-27 18:47:00,35.0,3.0,yes,"Arabic , English",Male,Active,Fall,November,7.7,2,No
yes,In-Person,2023-12-27 16:54:00,35.0,3.0,yes,"Arabic , English",Male,Active,Winter,December,7.7,2,No
yes,In-Person,2023-11-27 18:49:00,28.0,4.0,yes,"Arabic , English",Male,Active,Fall,November,9.71,1,No
yes,In-Person,2024-01-04 17:51:00,28.0,4.0,yes,"Arabic , English",Male,Active,Winter,January,9.71,1,No
yes,In-Person,2023-11-27 18:50:00,43.0,12.0,yes,"Somali , English",Male,Active,Fall,November,8.1,1,No
yes,In-Person,2023-12-20 18:18:00,43.0,12.0,yes,"Somali , English",Male,Active,Winter,December,8.1,1,No
yes,In-Person,2024-01-25 17:07:00,43.0,12.0,yes,"Somali , English",Male,Active,Winter,January,8.1,1,No
yes,In-Person,2024-02-29 16:42:00,43.0,12.0,yes,"Somali , English",Male,Active,Winter,Febuary,8.1,1,No
yes,In-Person,2024-03-26 16:52:00,43.0,12.0,yes,"Somali , English",Male,Active,Spring,March,8.1,1,No
yes,In-Person,2024-04-30 14:05:00,43.0,12.0,yes,"Somali , English",Male,Active,Spring,April,8.1,1,No
yes,In-Person,2024-05-28 16:47:00,43.0,12.0,yes,"Somali , English",Male,Active,Spring,May,8.1,1,No
yes,In-Person,2024-06-25 16:07:00,43.0,12.0,yes,"Somali , English",Male,Active,Summer,June,8.1,1,No
yes,In-Person,2024-07-30 17:32:00,43.0,12.0,yes,"Somali , English",Male,Active,Summer,July,8.1,1,No
no,In-Person,2024-08-27 03:00:00,43.0,12.0,yes,"Somali , English",Male,Active,Summer,August,8.1,1,No
yes,In-Person,2024-09-27 03:00:00,43.0,12.0,yes,"Somali , English",Male,Active,Fall,September,8.1,1,No
yes,In-Person,2024-10-27 03:00:00,43.0,12.0,yes,"Somali , English",Male,Active,Fall,October,8.1,1,No
yes,In-Person,2024-11-27 04:00:00,43.0,12.0,yes,"Somali , English",Male,Active,Fall,November,8.1,1,No
yes,In-Person,2023-11-27 18:51:00,46.0,6.0,yes,"Somali , English",Female,Active,Fall,November,8.17,1,No
yes,In-Person,2023-12-20 18:15:00,46.0,6.0,yes,"Somali , English",Female,Active,Winter,December,8.17,1,No
yes,In-Person,2024-02-28 18:22:00,46.0,6.0,yes,"Somali , English",Female,Active,Winter,Febuary,8.17,1,No
yes,In-Person,2024-03-28 16:23:00,46.0,6.0,yes,"Somali , English",Female,Active,Spring,March,8.17,1,No
yes,In-Person,2024-04-30 17:37:00,46.0,6.0,yes,"Somali , English",Female,Active,Spring,April,8.17,1,No
yes,In-Person,2024-05-29 17:01:00,46.0,6.0,yes,"Somali , English",Female,Active,Spring,May,8.17,1,No
yes,In-Person,2024-06-27 15:57:00,46.0,6.0,yes,"Somali , English",Female,Active,Summer,June,8.17,1,No
yes,In-Person,2024-06-27 16:03:00,46.0,6.0,yes,"Somali , English",Female,Active,Summer,June,8.17,1,No
yes,In-Person,2024-07-29 16:02:00,46.0,6.0,yes,"Somali , English",Female,Active,Summer,July,8.17,1,No
yes,In-Person,2024-08-29 03:00:00,46.0,6.0,yes,"Somali , English",Female,Active,Summer,August,8.17,1,No
yes,In-Person,2024-09-28 03:00:00,46.0,6.0,yes,"Somali , English",Female,Active,Fall,September,8.17,1,No
no,In-Person,2024-10-29 03:00:00,46.0,6.0,yes,"Somali , English",Female,Active,Fall,October,8.17,1,No
yes,In-Person,2023-11-27 18:53:00,51.0,4.0,yes,"Somali , English",Female,Active,Fall,November,7.02,1,No
yes,In-Person,2023-11-27 19:06:00,39.0,6.0,yes,"Arabic , English",Male,Active,Fall,November,7.98,1,No
yes,In-Person,2024-01-04 17:31:00,39.0,6.0,yes,"Arabic , English",Male,Active,Winter,January,7.98,1,No
yes,In-Person,2023-11-27 19:25:00,33.0,1.0,yes,"Arabic , English",Female,Active,Fall,November,6.08,1,No
yes,In-Person,2023-11-28 15:04:00,38.0,8.0,yes,Arabic,Male,Active,Fall,November,9.24,2,No
yes,In-Person,2023-11-28 15:06:00,28.0,6.0,yes,Arabic,Female,Active,Fall,November,9.24,3,No
yes,In-Person,2023-12-28 04:00:00,28.0,6.0,yes,Arabic,Female,Active,Winter,December,9.24,3,No
yes,In-Person,2023-11-28 15:09:00,45.0,6.0,yes,"Arabic , English",Female,Active,Fall,November,5.15,1,No
yes,In-Person,2024-01-02 16:27:00,45.0,6.0,yes,"Arabic , English",Female,Active,Winter,January,5.15,1,No
yes,In-Person,2023-11-28 15:13:00,20.0,2.0,yes,"Persian , English",Female,Active,Fall,November,12.85,1,No
yes,In-Person,2024-01-18 17:14:00,20.0,2.0,yes,"Persian , English",Female,Active,Winter,January,12.85,1,No
yes,In-Person,2024-01-28 04:00:00,20.0,2.0,yes,"Persian , English",Female,Active,Winter,January,12.85,1,No
yes,In-Person,2024-03-21 16:02:00,20.0,2.0,yes,"Persian , English",Female,Active,Spring,March,12.85,1,No
yes,In-Person,2024-04-22 16:47:00,20.0,2.0,yes,"Persian , English",Female,Active,Spring,April,12.85,1,No
yes,In-Person,2024-05-28 03:00:00,20.0,2.0,yes,"Persian , English",Female,Active,Spring,May,12.85,1,No
yes,In-Person,2024-06-04 14:58:00,20.0,2.0,yes,"Persian , English",Female,Active,Summer,June,12.85,1,No
yes,In-Person,2024-07-04 14:45:00,20.0,2.0,yes,"Persian , English",Female,Active,Summer,July,12.85,1,No
yes,In-Person,2024-08-06 16:12:00,20.0,2.0,yes,"Persian , English",Female,Active,Summer,August,12.85,1,No
no,In-Person,2024-09-04 03:00:00,20.0,2.0,yes,"Persian , English",Female,Active,Fall,September,12.85,1,No
yes,In-Person,2024-10-04 03:00:00,20.0,2.0,yes,"Persian , English",Female,Active,Fall,October,12.85,1,No
yes,In-Person,2024-11-04 04:00:00,20.0,2.0,yes,"Persian , English",Female,Active,Fall,November,12.85,1,No
yes,In-Person,2023-11-28 15:16:00,52.0,7.0,yes,Arabic,Male,Active,Fall,November,8.36,1,No
yes,In-Person,2023-12-28 15:31:00,52.0,7.0,yes,Arabic,Male,Active,Winter,December,8.36,1,No
yes,In-Person,2024-01-22 19:30:00,52.0,7.0,yes,Arabic,Male,Active,Winter,January,8.36,1,No
yes,In-Person,2024-02-28 15:37:00,52.0,7.0,yes,Arabic,Male,Active,Winter,Febuary,8.36,1,No
yes,In-Person,2024-03-28 15:32:00,52.0,7.0,yes,Arabic,Male,Active,Spring,March,8.36,1,No
yes,In-Person,2024-04-30 03:00:00,52.0,7.0,yes,Arabic,Male,Active,Spring,April,8.36,1,No
yes,In-Person,2024-05-06 14:40:00,52.0,7.0,yes,Arabic,Male,Active,Spring,May,8.36,1,No
yes,In-Person,2024-06-06 13:55:00,52.0,7.0,yes,Arabic,Male,Active,Summer,June,8.36,1,No
yes,In-Person,2024-07-08 14:43:00,52.0,7.0,yes,Arabic,Male,Active,Summer,July,8.36,1,No
yes,In-Person,2024-08-08 15:40:00,52.0,7.0,yes,Arabic,Male,Active,Summer,August,8.36,1,No
yes,In-Person,2024-09-08 03:00:00,52.0,7.0,yes,Arabic,Male,Active,Fall,September,8.36,1,No
yes,In-Person,2024-10-09 03:00:00,52.0,7.0,yes,Arabic,Male,Active,Fall,October,8.36,1,No
yes,In-Person,2023-11-28 15:22:00,38.0,7.0,yes,Arabic,Female,Active,Fall,November,7.76,3,No
yes,In-Person,2023-11-28 15:26:00,48.0,5.0,yes,"Arabic , English",Male,Active,Fall,November,7.76,3,No
yes,In-Person,2023-12-27 16:38:00,48.0,5.0,yes,"Arabic , English",Male,Active,Winter,December,7.76,3,No
yes,In-Person,2024-02-28 18:15:00,48.0,5.0,yes,"Arabic , English",Male,Active,Winter,Febuary,7.76,3,No
yes,In-Person,2024-03-28 15:27:00,48.0,5.0,yes,"Arabic , English",Male,Active,Spring,March,7.76,3,No
yes,In-Person,2024-04-30 17:02:00,48.0,5.0,yes,"Arabic , English",Male,Active,Spring,April,7.76,3,No
yes,In-Person,2024-05-29 17:36:00,48.0,5.0,yes,"Arabic , English",Male,Active,Spring,May,7.76,3,No
yes,In-Person,2024-06-29 03:00:00,48.0,5.0,yes,"Arabic , English",Male,Active,Summer,June,7.76,3,No
yes,In-Person,2024-07-03 14:45:00,48.0,5.0,yes,"Arabic , English",Male,Active,Summer,July,7.76,3,No
yes,In-Person,2024-08-06 17:11:00,48.0,5.0,yes,"Arabic , English",Male,Active,Summer,August,7.76,3,No
yes,In-Person,2024-09-03 03:00:00,48.0,5.0,yes,"Arabic , English",Male,Active,Fall,September,7.76,3,No
yes,In-Person,2024-10-03 03:00:00,48.0,5.0,yes,"Arabic , English",Male,Active,Fall,October,7.76,3,No
yes,In-Person,2024-11-03 03:00:00,48.0,5.0,yes,"Arabic , English",Male,Active,Fall,November,7.76,3,No
yes,In-Person,2023-11-28 15:39:00,41.0,5.0,yes,Arabic,Female,Active,Fall,November,9.06,2,No
yes,In-Person,2023-12-27 16:38:00,41.0,5.0,yes,Arabic,Female,Active,Winter,December,9.06,2,No
yes,In-Person,2024-02-28 18:16:00,41.0,5.0,yes,Arabic,Female,Active,Winter,Febuary,9.06,2,No
yes,In-Person,2024-03-28 03:00:00,41.0,5.0,yes,Arabic,Female,Active,Spring,March,9.06,2,No
yes,In-Person,2024-04-01 14:12:00,41.0,5.0,yes,Arabic,Female,Active,Spring,April,9.06,2,No
yes,In-Person,2024-05-02 14:53:00,41.0,5.0,yes,Arabic,Female,Active,Spring,May,9.06,2,No
yes,In-Person,2024-06-24 15:39:00,41.0,5.0,yes,Arabic,Female,Active,Summer,June,9.06,2,No
yes,In-Person,2024-07-29 14:31:00,41.0,5.0,yes,Arabic,Female,Active,Summer,July,9.06,2,No
yes,In-Person,2024-08-03 03:00:00,41.0,5.0,yes,Arabic,Female,Active,Summer,August,9.06,2,No
yes,In-Person,2024-09-03 03:00:00,41.0,5.0,yes,Arabic,Female,Active,Fall,September,9.06,2,No
no,In-Person,2024-10-03 03:00:00,41.0,5.0,yes,Arabic,Female,Active,Fall,October,9.06,2,No
yes,In-Person,2024-11-03 03:00:00,41.0,5.0,yes,Arabic,Female,Active,Fall,November,9.06,2,No
yes,In-Person,2023-11-28 15:41:00,34.0,5.0,yes,Arabic,Male,Active,Fall,November,4.6,2,No
yes,In-Person,2023-11-28 15:46:00,20.0,3.0,yes,Persian,Female,Active,Fall,November,8.45,1,No
yes,In-Person,2023-12-28 04:00:00,20.0,3.0,yes,Persian,Female,Active,Winter,December,8.45,1,No
yes,In-Person,2024-01-04 17:26:00,20.0,3.0,yes,Persian,Female,Active,Winter,January,8.45,1,No
yes,In-Person,2023-11-28 15:46:00,23.0,1.0,yes,Arabic,Female,Active,Fall,November,0.94,1,No
yes,In-Person,2023-12-28 04:00:00,23.0,1.0,yes,Arabic,Female,Active,Winter,December,0.94,1,No
yes,In-Person,2024-01-28 04:00:00,23.0,1.0,yes,Arabic,Female,Active,Winter,January,0.94,1,No
yes,In-Person,2024-02-28 04:00:00,23.0,1.0,yes,Arabic,Female,Active,Winter,Febuary,0.94,1,No
yes,In-Person,2024-03-11 15:10:00,23.0,1.0,yes,Arabic,Female,Active,Spring,March,0.94,1,No
yes,In-Person,2024-05-17 03:00:00,23.0,1.0,yes,Arabic,Female,Active,Spring,May,0.94,1,No
yes,In-Person,2024-05-16 15:37:00,23.0,1.0,yes,Arabic,Female,Active,Spring,May,0.94,1,No
yes,In-Person,2024-06-20 14:44:00,23.0,1.0,yes,Arabic,Female,Active,Summer,June,0.94,1,No
yes,In-Person,2024-07-21 03:00:00,23.0,1.0,yes,Arabic,Female,Active,Summer,July,0.94,1,No
yes,In-Person,2024-08-21 03:00:00,23.0,1.0,yes,Arabic,Female,Active,Summer,August,0.94,1,No
yes,In-Person,2024-09-21 03:00:00,23.0,1.0,yes,Arabic,Female,Active,Fall,September,0.94,1,No
yes,In-Person,2024-10-21 03:00:00,23.0,1.0,yes,Arabic,Female,Active,Fall,October,0.94,1,No
yes,In-Person,2024-11-21 04:00:00,23.0,1.0,yes,Arabic,Female,Active,Fall,November,0.94,1,No
yes,In-Person,2023-11-28 15:49:00,56.0,3.0,yes,Persian,Male,Active,Fall,November,8.8,1,No
yes,In-Person,2024-01-02 15:32:00,56.0,3.0,yes,Persian,Male,Active,Winter,January,8.8,1,No
yes,In-Person,2023-11-28 16:05:00,48.0,3.0,yes,"Arabic , English",Female,Active,Fall,November,6.21,3,Yes
yes,In-Person,2023-12-28 04:00:00,48.0,3.0,yes,"Arabic , English",Female,Active,Winter,December,6.21,3,Yes
yes,In-Person,2024-02-28 04:00:00,48.0,3.0,yes,"Arabic , English",Female,Active,Winter,Febuary,6.21,3,Yes
yes,In-Person,2023-11-28 16:05:00,34.0,4.0,yes,Arabic,Male,Active,Fall,November,5.27,1,No
yes,In-Person,2023-12-28 04:00:00,34.0,4.0,yes,Arabic,Male,Active,Winter,December,5.27,1,No
yes,In-Person,2023-11-28 16:36:00,51.0,2.0,yes,Arabic,Female,Active,Fall,November,5.27,1,No
no,In-Person,2023-12-28 04:00:00,51.0,2.0,yes,Arabic,Female,Active,Winter,December,5.27,1,No
yes,In-Person,2024-03-15 18:51:00,51.0,2.0,yes,Arabic,Female,Active,Spring,March,5.27,1,No
yes,In-Person,2024-03-15 18:49:00,51.0,2.0,yes,Arabic,Female,Active,Spring,March,5.27,1,No
no,In-Person,2024-03-28 03:00:00,51.0,2.0,yes,Arabic,Female,Active,Spring,March,5.27,1,No
yes,In-Person,2024-04-28 03:00:00,51.0,2.0,yes,Arabic,Female,Active,Spring,April,5.27,1,No
no,In-Person,2024-05-28 03:00:00,51.0,2.0,yes,Arabic,Female,Active,Spring,May,5.27,1,No
yes,In-Person,2024-06-19 16:41:00,51.0,2.0,yes,Arabic,Female,Active,Summer,June,5.27,1,No
yes,In-Person,2024-07-24 15:24:00,51.0,2.0,yes,Arabic,Female,Active,Summer,July,5.27,1,No
yes,In-Person,2024-08-23 17:23:00,51.0,2.0,yes,Arabic,Female,Active,Summer,August,5.27,1,No
yes,In-Person,2024-09-28 03:00:00,51.0,2.0,yes,Arabic,Female,Active,Fall,September,5.27,1,No
yes,In-Person,2024-10-28 03:00:00,51.0,2.0,yes,Arabic,Female,Active,Fall,October,5.27,1,No
yes,In-Person,2024-11-28 04:00:00,51.0,2.0,yes,Arabic,Female,Active,Fall,November,5.27,1,No
yes,In-Person,2023-11-28 16:36:00,22.0,4.0,yes,Arabic,Male,Active,Fall,November,8.32,1,No
yes,In-Person,2023-12-28 15:37:00,22.0,4.0,yes,Arabic,Male,Active,Winter,December,8.32,1,No
yes,In-Person,2023-11-28 16:52:00,58.0,5.0,yes,Arabic,Male,Active,Fall,November,4.91,1,No
yes,In-Person,2024-01-02 16:39:00,58.0,5.0,yes,Arabic,Male,Active,Winter,January,4.91,1,No
yes,In-Person,2024-02-08 15:04:00,58.0,5.0,yes,Arabic,Male,Active,Winter,Febuary,4.91,1,No
yes,In-Person,2024-03-11 15:34:00,58.0,5.0,yes,Arabic,Male,Active,Spring,March,4.91,1,No
yes,In-Person,2024-04-22 14:12:00,58.0,5.0,yes,Arabic,Male,Active,Spring,April,4.91,1,No
yes,In-Person,2024-05-22 15:58:00,58.0,5.0,yes,Arabic,Male,Active,Spring,May,4.91,1,No
yes,In-Person,2024-06-24 14:21:00,58.0,5.0,yes,Arabic,Male,Active,Summer,June,4.91,1,No
yes,In-Person,2024-07-23 16:34:00,58.0,5.0,yes,Arabic,Male,Active,Summer,July,4.91,1,No
yes,In-Person,2024-08-22 03:00:00,58.0,5.0,yes,Arabic,Male,Active,Summer,August,4.91,1,No
yes,In-Person,2024-09-22 03:00:00,58.0,5.0,yes,Arabic,Male,Active,Fall,September,4.91,1,No
yes,In-Person,2024-10-23 03:00:00,58.0,5.0,yes,Arabic,Male,Active,Fall,October,4.91,1,No
yes,In-Person,2024-11-22 04:00:00,58.0,5.0,yes,Arabic,Male,Active,Fall,November,4.91,1,No
no,In-Person,2024-12-23 04:00:00,58.0,5.0,yes,Arabic,Male,Active,Winter,December,4.91,1,No
yes,In-Person,2023-11-28 16:52:00,37.0,5.0,yes,"Oromo , English",Female,Active,Fall,November,0.99,2,No
yes,In-Person,2024-01-02 17:32:00,37.0,5.0,yes,"Oromo , English",Female,Active,Winter,January,0.99,2,No
yes,In-Person,2023-11-28 20:00:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Fall,November,0.9,2,Yes
yes,In-Person,2024-01-02 17:33:00,27.0,4.0,yes,"Oromo , Arabic",Female,Active,Winter,January,0.9,2,Yes
yes,In-Person,2023-11-28 17:20:00,40.0,4.0,yes,"Arabic , English",Female,Active,Fall,November,9.23,2,No
yes,In-Person,2024-01-18 15:37:00,40.0,4.0,yes,"Arabic , English",Female,Active,Winter,January,9.23,2,No
yes,In-Person,2024-01-28 04:00:00,40.0,4.0,yes,"Arabic , English",Female,Active,Winter,January,9.23,2,No
yes,In-Person,2024-02-28 04:00:00,40.0,4.0,yes,"Arabic , English",Female,Active,Winter,Febuary,9.23,2,No
yes,In-Person,2024-03-18 16:23:00,40.0,4.0,yes,"Arabic , English",Female,Active,Spring,March,9.23,2,No
yes,In-Person,2024-04-28 03:00:00,40.0,4.0,yes,"Arabic , English",Female,Active,Spring,April,9.23,2,No
yes,In-Person,2024-05-28 15:05:00,40.0,4.0,yes,"Arabic , English",Female,Active,Spring,May,9.23,2,No
yes,In-Person,2024-06-27 15:50:00,40.0,4.0,yes,"Arabic , English",Female,Active,Summer,June,9.23,2,No
yes,In-Person,2024-07-30 17:25:00,40.0,4.0,yes,"Arabic , English",Female,Active,Summer,July,9.23,2,No
no,In-Person,2024-08-27 03:00:00,40.0,4.0,yes,"Arabic , English",Female,Active,Summer,August,9.23,2,No
yes,In-Person,2024-09-27 03:00:00,40.0,4.0,yes,"Arabic , English",Female,Active,Fall,September,9.23,2,No
yes,In-Person,2024-10-27 03:00:00,40.0,4.0,yes,"Arabic , English",Female,Active,Fall,October,9.23,2,No
yes,In-Person,2024-11-27 04:00:00,40.0,4.0,yes,"Arabic , English",Female,Active,Fall,November,9.23,2,No
yes,In-Person,2023-11-28 17:28:00,49.0,6.0,yes,"Arabic , English",Male,Active,Fall,November,7.09,1,Yes
yes,In-Person,2023-12-28 04:00:00,49.0,6.0,yes,"Arabic , English",Male,Active,Winter,December,7.09,1,Yes
yes,In-Person,2024-03-26 15:04:00,49.0,6.0,yes,"Arabic , English",Male,Active,Spring,March,7.09,1,Yes
yes,In-Person,2024-04-29 14:38:00,49.0,6.0,yes,"Arabic , English",Male,Active,Spring,April,7.09,1,Yes
yes,In-Person,2024-05-29 15:57:00,49.0,6.0,yes,"Arabic , English",Male,Active,Spring,May,7.09,1,Yes
yes,In-Person,2024-06-27 14:22:00,49.0,6.0,yes,"Arabic , English",Male,Active,Summer,June,7.09,1,Yes
yes,In-Person,2024-07-31 14:41:00,49.0,6.0,yes,"Arabic , English",Male,Active,Summer,July,7.09,1,Yes
yes,In-Person,2024-08-27 03:00:00,49.0,6.0,yes,"Arabic , English",Male,Active,Summer,August,7.09,1,Yes
yes,In-Person,2024-09-27 03:00:00,49.0,6.0,yes,"Arabic , English",Male,Active,Fall,September,7.09,1,Yes
yes,In-Person,2024-10-27 03:00:00,49.0,6.0,yes,"Arabic , English",Male,Active,Fall,October,7.09,1,Yes
yes,In-Person,2024-11-27 04:00:00,49.0,6.0,yes,"Arabic , English",Male,Active,Fall,November,7.09,1,Yes
yes,In-Person,2023-11-28 17:45:00,69.0,1.0,yes,"Swahili , English",Female,Active,Fall,November,5.27,2,No
yes,In-Person,2023-12-27 17:50:00,69.0,1.0,yes,"Swahili , English",Female,Active,Winter,December,5.27,2,No
yes,In-Person,2024-02-29 18:22:00,69.0,1.0,yes,"Swahili , English",Female,Active,Winter,Febuary,5.27,2,No
yes,In-Person,2024-03-27 18:06:00,69.0,1.0,yes,"Swahili , English",Female,Active,Spring,March,5.27,2,No
yes,In-Person,2024-04-29 17:05:00,69.0,1.0,yes,"Swahili , English",Female,Active,Spring,April,5.27,2,No
yes,In-Person,2024-05-29 17:46:00,69.0,1.0,yes,"Swahili , English",Female,Active,Spring,May,5.27,2,No
yes,In-Person,2024-07-03 17:36:00,69.0,1.0,yes,"Swahili , English",Female,Active,Summer,July,5.27,2,No
yes,In-Person,2024-07-03 17:36:00,69.0,1.0,yes,"Swahili , English",Female,Active,Summer,July,5.27,2,No
yes,In-Person,2024-08-07 15:59:00,69.0,1.0,yes,"Swahili , English",Female,Active,Summer,August,5.27,2,No
yes,In-Person,2024-09-08 03:00:00,69.0,1.0,yes,"Swahili , English",Female,Active,Fall,September,5.27,2,No
no,In-Person,2024-10-08 03:00:00,69.0,1.0,yes,"Swahili , English",Female,Active,Fall,October,5.27,2,No
yes,In-Person,2024-11-08 04:00:00,69.0,1.0,yes,"Swahili , English",Female,Active,Fall,November,5.27,2,No
yes,In-Person,2023-11-28 17:48:00,59.0,1.0,yes,"Swahili , English",Female,Active,Fall,November,6.9,1,Yes
yes,In-Person,2024-01-02 18:33:00,59.0,1.0,yes,"Swahili , English",Female,Active,Winter,January,6.9,1,Yes
yes,In-Person,2023-11-28 17:56:00,45.0,6.0,yes,Arabic,Male,Active,Fall,November,7.58,2,No
no,In-Person,2023-12-28 04:00:00,45.0,6.0,yes,Arabic,Male,Active,Winter,December,7.58,2,No
yes,In-Person,2023-11-28 18:01:00,31.0,1.0,yes,Arabic,Female,Active,Fall,November,6.6,2,No
yes,In-Person,2023-12-27 15:35:00,31.0,1.0,yes,Arabic,Female,Active,Winter,December,6.6,2,No
yes,In-Person,2023-11-28 18:03:00,41.0,3.0,yes,Arabic,Female,Active,Fall,November,8.11,2,No
yes,In-Person,2023-11-28 18:26:00,45.0,1.0,yes,"Arabic , Maithili",Male,Active,Fall,November,0.64,1,No
yes,In-Person,2024-01-04 15:19:00,45.0,1.0,yes,"Arabic , Maithili",Male,Active,Winter,January,0.64,1,No
yes,In-Person,2024-02-08 18:05:00,45.0,1.0,yes,"Arabic , Maithili",Male,Active,Winter,Febuary,0.64,1,No
yes,In-Person,2024-03-14 17:31:00,45.0,1.0,yes,"Arabic , Maithili",Male,Active,Spring,March,0.64,1,No
yes,In-Person,2024-04-15 16:09:00,45.0,1.0,yes,"Arabic , Maithili",Male,Active,Spring,April,0.64,1,No
yes,In-Person,2024-05-16 15:26:00,45.0,1.0,yes,"Arabic , Maithili",Male,Active,Spring,May,0.64,1,No
yes,In-Person,2024-06-18 15:58:00,45.0,1.0,yes,"Arabic , Maithili",Male,Active,Summer,June,0.64,1,No
yes,In-Person,2024-07-22 17:28:00,45.0,1.0,yes,"Arabic , Maithili",Male,Active,Summer,July,0.64,1,No
no,In-Person,2024-08-15 03:00:00,45.0,1.0,yes,"Arabic , Maithili",Male,Active,Summer,August,0.64,1,No
yes,In-Person,2024-09-15 03:00:00,45.0,1.0,yes,"Arabic , Maithili",Male,Active,Fall,September,0.64,1,No
yes,In-Person,2024-10-16 03:00:00,45.0,1.0,yes,"Arabic , Maithili",Male,Active,Fall,October,0.64,1,No
yes,In-Person,2024-11-15 04:00:00,45.0,1.0,yes,"Arabic , Maithili",Male,Active,Fall,November,0.64,1,No
yes,In-Person,2024-12-16 04:00:00,45.0,1.0,yes,"Arabic , Maithili",Male,Active,Winter,December,0.64,1,No
yes,In-Person,2023-11-28 18:28:00,47.0,6.0,yes,"Pashto , English",Female,Active,Fall,November,9.69,1,No
yes,In-Person,2023-11-28 18:57:00,32.0,2.0,yes,"Somali , English",Female,Active,Fall,November,0.52,1,No
yes,In-Person,2023-12-28 04:00:00,32.0,2.0,yes,"Somali , English",Female,Active,Winter,December,0.52,1,No
yes,In-Person,2023-11-28 18:58:00,24.0,7.0,yes,Somali,Female,Active,Fall,November,6.2,1,No
yes,In-Person,2024-07-25 17:46:00,24.0,7.0,yes,Somali,Female,Active,Summer,July,6.2,1,No
yes,In-Person,2023-11-28 18:59:00,30.0,6.0,yes,"Somali , English",Male,Active,Fall,November,6.2,1,No
yes,In-Person,2023-12-28 04:00:00,30.0,6.0,yes,"Somali , English",Male,Active,Winter,December,6.2,1,No
no,In-Person,2024-01-28 04:00:00,30.0,6.0,yes,"Somali , English",Male,Active,Winter,January,6.2,1,No
yes,In-Person,2024-02-13 18:51:00,30.0,6.0,yes,"Somali , English",Male,Active,Winter,Febuary,6.2,1,No
yes,In-Person,2024-03-13 17:20:00,30.0,6.0,yes,"Somali , English",Male,Active,Spring,March,6.2,1,No
